2 0 0
1.96962 0.347296 0
1.87939 0.68404 0
1.73205 1 0
1.53209 1.28558 0
1.28558 1.53209 0
1 1.73205 0
0.68404 1.87939 0
0.347296 1.96962 0
1.22465e-16 2 0
-0.347296 1.96962 0
-0.68404 1.87939 0
-1 1.73205 0
-1.28558 1.53209 0
-1.53209 1.28558 0
-1.73205 1 0
-1.87939 0.68404 0
-1.96962 0.347296 0
-2 2.44929e-16 0
-1.96962 -0.347296 0
-1.87939 -0.68404 0
-1.73205 -1 0
-1.53209 -1.28558 0
-1.28558 -1.53209 0
-1 -1.73205 0
-0.68404 -1.87939 0
-0.347296 -1.96962 0
-3.67394e-16 -2 0
0.347296 -1.96962 0
0.68404 -1.87939 0
1 -1.73205 0
1.28558 -1.53209 0
1.53209 -1.28558 0
1.73205 -1 0
1.87939 -0.68404 0
1.96962 -0.347296 0


2 0 0
1.96962 0 0.347296
1.87939 0 0.68404
1.73205 0 1
1.53209 0 1.28558
1.28558 0 1.53209
1 0 1.73205
0.68404 0 1.87939
0.347296 0 1.96962
1.22465e-16 0 2
-0.347296 0 1.96962
-0.68404 0 1.87939
-1 0 1.73205
-1.28558 0 1.53209
-1.53209 0 1.28558
-1.73205 0 1
-1.87939 0 0.68404
-1.96962 0 0.347296
-2 0 2.44929e-16
-1.96962 0 -0.347296
-1.87939 0 -0.68404
-1.73205 0 -1
-1.53209 0 -1.28558
-1.28558 0 -1.53209
-1 0 -1.73205
-0.68404 0 -1.87939
-0.347296 0 -1.96962
-3.67394e-16 0 -2
0.347296 0 -1.96962
0.68404 0 -1.87939
1 0 -1.73205
1.28558 0 -1.53209
1.53209 0 -1.28558
1.73205 0 -1
1.87939 0 -0.68404
1.96962 0 -0.347296


0 2 0
0 1.96962 0.347296
0 1.87939 0.68404
0 1.73205 1
0 1.53209 1.28558
0 1.28558 1.53209
0 1 1.73205
0 0.68404 1.87939
0 0.347296 1.96962
0 1.22465e-16 2
0 -0.347296 1.96962
0 -0.68404 1.87939
0 -1 1.73205
0 -1.28558 1.53209
0 -1.53209 1.28558
0 -1.73205 1
0 -1.87939 0.68404
0 -1.96962 0.347296
0 -2 2.44929e-16
0 -1.96962 -0.347296
0 -1.87939 -0.68404
0 -1.73205 -1
0 -1.53209 -1.28558
0 -1.28558 -1.53209
0 -1 -1.73205
0 -0.68404 -1.87939
0 -0.347296 -1.96962
0 -3.67394e-16 -2
0 0.347296 -1.96962
0 0.68404 -1.87939
0 1 -1.73205
0 1.28558 -1.53209
0 1.53209 -1.28558
0 1.73205 -1
0 1.87939 -0.68404
0 1.96962 -0.347296


1.73205 0 1
1.70574 0.300767 1
1.6276 0.592396 1
1.5 0.866025 1
1.32683 1.11334 1
1.11334 1.32683 1
0.866025 1.5 1
0.592396 1.6276 1
0.300767 1.70574 1
1.06058e-16 1.73205 1
-0.300767 1.70574 1
-0.592396 1.6276 1
-0.866025 1.5 1
-1.11334 1.32683 1
-1.32683 1.11334 1
-1.5 0.866025 1
-1.6276 0.592396 1
-1.70574 0.300767 1
-1.73205 2.12115e-16 1
-1.70574 -0.300767 1
-1.6276 -0.592396 1
-1.5 -0.866025 1
-1.32683 -1.11334 1
-1.11334 -1.32683 1
-0.866025 -1.5 1
-0.592396 -1.6276 1
-0.300767 -1.70574 1
-3.18173e-16 -1.73205 1
0.300767 -1.70574 1
0.592396 -1.6276 1
0.866025 -1.5 1
1.11334 -1.32683 1
1.32683 -1.11334 1
1.5 -0.866025 1
1.6276 -0.592396 1
1.70574 -0.300767 1


1.73205 0 -1
1.70574 0.300767 -1
1.6276 0.592396 -1
1.5 0.866025 -1
1.32683 1.11334 -1
1.11334 1.32683 -1
0.866025 1.5 -1
0.592396 1.6276 -1
0.300767 1.70574 -1
1.06058e-16 1.73205 -1
-0.300767 1.70574 -1
-0.592396 1.6276 -1
-0.866025 1.5 -1
-1.11334 1.32683 -1
-1.32683 1.11334 -1
-1.5 0.866025 -1
-1.6276 0.592396 -1
-1.70574 0.300767 -1
-1.73205 2.12115e-16 -1
-1.70574 -0.300767 -1
-1.6276 -0.592396 -1
-1.5 -0.866025 -1
-1.32683 -1.11334 -1
-1.11334 -1.32683 -1
-0.866025 -1.5 -1
-0.592396 -1.6276 -1
-0.300767 -1.70574 -1
-3.18173e-16 -1.73205 -1
0.300767 -1.70574 -1
0.592396 -1.6276 -1
0.866025 -1.5 -1
1.11334 -1.32683 -1
1.32683 -1.11334 -1
1.5 -0.866025 -1
1.6276 -0.592396 -1
1.70574 -0.300767 -1


